# Metadata
label,sec_076_r0.797
r,0.5373737373737373
r_over_R,0.7967171717171717
B_r,2.1828283531272548
Cx,0.004328732545716841
Cy,0.0012230694003035818
hs,[40.0]
dxf_path,C:\Users\samea\Desktop\geometry_tools\n_sections\blade\sec_076_r0.797.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
sec_076_r0.797_h40,40.0,-19.012899312,-0.6428385139999999,38.6055741,1.232383581,-4.517082621999999,-3.3164270300000003,4.68058217,5.5864187350000005,57.61847341199999,8.902845765,316.2426157937922,118.48660119182517,4.689419070412457,1.1724944316319892,103394437293903.78,3675847975526838.0,165346031863395.34,3779242412820741.5,2.1353979052246763,12.7323625406272,,,-87.35568032112886,3683484462336313.5,95757950484428.19,365208235289439.94,20772103967067.22,8313531853058.94,-3.376801554011954,0.18551288450415543,-2.3174462992181466,0.23348450083260286,-0.3411064588993149,-3.3646471061898557,0.00331952599117231,-0.00331952599117231,-0.010206608982695467,0.010206608982695467,,,3456942.6769484705,0.09663530289840727,65684075863.48763,26288461573.059547,44.39336749966958,1.7200895256552422,0.8417793044475778,65684075863.48763,26288461573.059547
