# Metadata
label,sec_090_r0.920
r,0.6363636363636364
r_over_R,0.9204545454545455
B_r,1.035113470696762
Cx,0.0037100990549932497
Cy,0.0009684660068779692
hs,[40.0]
dxf_path,C:\Users\samea\Desktop\geometry_tools\n_sections\blade\sec_090_r0.920.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
sec_090_r0.920_h40,40.0,-16.214955292,-0.223235228,32.923121474999995,0.391151196,-1.9974769239999999,-2.769401077,2.632883736,4.694767472,49.138076766999994,7.464168549,229.79539990095648,101.00193878054054,4.016635087606056,0.9192043940033428,51853328613798.42,1943623200195880.2,49459320226869.31,1995476528809678.5,1.7740182242424765,10.861149560136758,,,-88.50339520357778,1944915405236334.2,50561123573344.27,192833479259661.3,15143870549462.42,6033058580834.82,-2.8747542073844152,0.2157621767394936,-1.9710871332107847,0.23855882583997473,-0.29077057457162153,-2.8681383409363383,0.005284001455063109,-0.005284001455063109,-0.008686812860298218,0.008686812860298218,,,2946813.4718130985,0.09663530313467951,65901539177.84925,26254044177.71249,44.393367499196835,1.7157120686056124,0.7652729054092088,65901539177.84925,26254044177.71249
