# Metadata
label,sec_010_r0.213
r,0.07070707070707064
r_over_R,0.2133838383838384
B_r,22.616610260004602
Cx,0.009277384385572794
Cy,0.006792816594445914
hs,[40.0]
dxf_path,C:\Users\samea\Desktop\geometry_tools\n_sections\blade\sec_010_r0.213.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
sec_010_r0.213_h40,40.0,-45.210382807,-17.360502339,91.37463137600001,37.405028671,-40.821117347000005,-20.275053745999998,91.02110247799999,38.253633799999996,136.585014183,58.528687546,2066.39819183658,302.8768302955358,10.186495339980189,6.993560850884226,2.762524012909197e+16,1.337333122358624e+17,5.523965083643786e+16,1.6135855236495437e+17,13.6548346800029,30.04368612630093,,,-66.92189841422791,1.57270070447098e+17,4088481917856406.5,1.5592932833411206e+16,108899168065089.84,60267348009595.78,-8.254237716060835,-2.569211791054319,-5.759511185901523,-1.5088970411154505,-0.8719404483021024,-8.600756324600091,-0.021516858149831904,0.021516858149831904,-0.02630209549131198,0.02630209549131198,,,8836677.143027369,0.09663530445007792,52699991945.06752,29165408800.532864,44.39336749919377,1.8103118335178945,1.3673681899442516,52699991945.06752,29165408800.532864
