# Metadata
label,sec_049_r0.558
r,0.3464646464646465
r_over_R,0.5580808080808082
B_r,5.609005245349433
Cx,0.006017001866881022
Cy,0.0020957708967588424
hs,[40.0]
dxf_path,C:\Users\samea\Desktop\geometry_tools\n_sections\blade\sec_049_r0.558.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
sec_049_r0.558_h40,40.0,-26.828542306,-2.5183982410000003,54.48135946,5.010521924,-13.19310184,-5.282891089,13.157179357999999,8.495276124,81.30990176600001,13.778167213,634.5001539959985,167.83205449084875,6.531269567498564,2.0547939027705726,546993631955382.6,1.466644637815079e+16,1518758135679853.2,1.5213440010106172e+16,3.467493785716268,17.955065990218262,,,-83.92950342904426,1.4827963854813664e+16,385476155292507.44,1470155434676817.0,40980993006521.06,16794344793514.367,-4.7902760106751465,-0.023548285945676598,-3.2964810155292077,0.13395611961511858,-0.4831652247802907,-4.76590496608816,-0.004782164480094563,0.004782164480094563,-0.014513487302983161,0.014513487302983161,,,4896636.29383163,0.09663530626210798,64587837762.415276,26468622092.123684,44.39336749916197,1.7334371918306521,1.0114601692724148,64587837762.415276,26468622092.123684
