# Metadata
label,Station_8
r,0.5
r_over_R,0.625
B_r,4.40404609966419
Cx,0.0017900000000000001
Cy,-0.00571
mesh_h,3.0
scale_factors,"[0.6        0.63468646 0.67137816 0.71019105 0.75124773 0.79467794
 0.84061887 0.88921569 0.94062193 0.995     ]"
target_Jt_mm4,5.398528833091151e-05
target_Iz_mm4,0.0003191574529032
dxf_path,C:\Users\samea\Desktop\geometry_tools\section_calc_n\blade\Station_8.dxf

# Optimisation Results
run_label,mesh_h,scale_factor,area_mm2,Jt_mm4,Iz_mm4,target_Jt_mm4,target_Iz_mm4,delta_Jt_mm4,delta_Iz_mm4,passed,Jt_ratio,Iz_ratio,Area_reduction_pct,Jt_efficiency,Iz_efficiency,Slack_Jt,Excess_ratio_Jt,Slack_Iz,Excess_ratio_Iz
Station_8_s0.600_s0.600_h3.000,3.0,0.6,324.3378931004223,10441.62949641721,2980.2475243893628,5.398528833091151e-05,0.0003191574529032,10441.629442431922,2980.24720523191,True,193416203.17767987,9337859.721838512,0.0,32.1936773918188,9.188712104837565,10441.629442431922,193416202.17767987,2980.24720523191,9337858.721838512
Station_8_s0.635_s0.635_h3.000,3.0,0.6346864572033302,302.63416470406014,9921.223169306655,2868.38719620567,5.398528833091151e-05,0.0003191574529032,9921.223115321367,2868.3868770482172,True,183776422.7263717,8987373.379858524,6.691702961035828,32.78289210674023,9.478068013274735,9921.223115321367,183776421.7263717,2868.3868770482172,8987372.379858524
