# Metadata
label,sec_085_r0.876
r,0.601010101010101
r_over_R,0.8762626262626263
B_r,1.4213639247061978
Cx,0.003925691637342784
Cy,0.0010530611935667567
hs,[40.0]
dxf_path,C:\Users\samea\Desktop\geometry_tools\n_sections\blade\sec_085_r0.876.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
sec_085_r0.876_h40,40.0,-17.185851259,-0.352491962,34.894889008,0.6498712640000001,-2.904112186,-2.952439639,3.14395335,4.997706055,52.080740267,7.950145694000001,258.1976423621545,107.06195787875716,4.25096416547201,1.0030355514487628,66413778631594.71,2452820211886986.5,78535258388052.55,2519233990518581.0,1.894058467733555,11.510578317252586,,,-88.1171447495678,2455401968814636.0,63832021703944.98,243446942387735.38,16998979552339.104,6781509864250.083,-3.0487088067741013,0.20816025986893189,-2.0910073072193476,0.2387815432244301,-0.30821658168762983,-3.0402234491996567,0.004710736168261759,-0.004710736168261759,-0.009213018545706117,0.009213018545706117,,,3123619.4434544137,0.09663530394714234,65837082774.349686,26264801654.3008,44.39336749928767,1.7171805473066333,0.7924697090065553,65837082774.349686,26264801654.3008
