# Metadata
label,sec_002_r0.143
r,0.014141414141414066
r_over_R,0.14267676767676768
B_r,32.59575888377535
Cx,0.007336595344582725
Cy,0.00764796486985006
hs,[40.0]
dxf_path,C:\Users\samea\Desktop\geometry_tools\n_sections\blade\sec_002_r0.143.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
sec_002_r0.143_h40,40.0,-38.26690075,-22.980007383,76.970980245,48.548789115,-34.908526888000004,-25.045285089,76.514525008,49.262644689,115.237880995,74.30792977799999,1755.4477514869914,279.1598774125799,8.129777875279816,7.975393855886862,3.5843853435916308e+16,8.060622308796283e+16,5.054054255759842e+16,1.1645007652387914e+17,16.875389854966283,25.30642249317167,,,-56.94274979051071,1.1349947969948854e+17,2950596824390595.5,1.1253188550003368e+16,78489508846872.02,56816430835801.555,-7.082422574844299,-3.650566250873722,-4.987184246605619,-2.2896046169450845,-0.8036626819178283,-7.927261177378667,-0.019782483112399395,0.019782483112399395,-0.02416240012180338,0.02416240012180338,,,8144715.809337507,0.09663530403688314,44711959544.44427,32365777214.203,44.3933674989723,1.87117048995641,1.457728648495414,44711959544.44427,32365777214.203
