# Metadata
label,Station_6
r,0.4
r_over_R,0.5
B_r,6.89916829995298
Cx,0.0025
Cy,-0.00705
mesh_h,3.0
scale_factors,"[0.6        0.63468646 0.67137816 0.71019105 0.75124773 0.79467794
 0.84061887 0.88921569 0.94062193 0.995     ]"
target_Jt_mm4,0.0001694875727525
target_Iz_mm4,0.0012572094756536
dxf_path,\\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\geometry_tools\section_calc_n\blade\Station_6.dxf

# Optimisation Results
run_label,mesh_h,scale_factor,area_mm2,Jt_mm4,Iz_mm4,target_Jt_mm4,target_Iz_mm4,delta_Jt_mm4,delta_Iz_mm4,passed,Jt_ratio,Iz_ratio,Area_reduction_pct,Jt_efficiency,Iz_efficiency,Slack_Jt,Excess_ratio_Jt,Slack_Iz,Excess_ratio_Iz
Station_6_s0.600_s0.600_h3.000,3.0,0.6,493.5152745908098,24290.292370972387,6938.6735013550015,0.0001694875727525,0.0012572094756536,24290.292201484815,6938.672244145526,True,143316067.2283809,5519106.907580149,0.0,49.21892719756707,14.059693506159643,24290.292201484815,143316066.2283809,6938.672244145526,5519105.907580149
Station_6_s0.635_s0.635_h3.000,3.0,0.6346864572033302,460.4906983451435,23074.451117598834,6678.237983471335,0.0001694875727525,0.0012572094756536,23074.450948111262,6678.236726261859,True,136142436.53895548,5311953.268566833,6.691702961584733,50.108397847168334,14.502438393372088,23074.450948111262,136142435.53895548,6678.236726261859,5311952.268566833
Station_6_s0.671_s0.671_h3.000,3.0,0.6713781649288577,423.53739934183415,21607.16517926749,6352.151999431878,0.0001694875727525,0.0012572094756536,21607.165009779917,6352.150742222402,True,127485247.61057311,5052580.435038092,14.179475054140255,51.015955646052625,14.997853812444788,21607.165009779917,127485246.61057313,6352.150742222402,5052579.435038092
