# Metadata
label,Station_10
r,0.6
r_over_R,0.75
B_r,2.6927311322103797
Cx,0.0013700000000000001
Cy,-0.00512
hs,"[40.0, 10.0, 2.5]"
dxf_path,C:\Users\Sam Hughes\Desktop\geometry_tools\n_sections\blade\Station_10.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,x_min_mm,x_max_mm,y_min_mm,y_max_mm,max_width_mm,max_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_mm,scy_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
Station_10_h40,40.0,-23.796114656,37.109694094,-9.939761171,-0.492802456,60.90580875,9.446958715000001,264.0990322986939,124.89314968283603,1.3700000002203285,-5.120000000101462,1759.390494735685,57490.62129665759,2932.5148466915443,59250.01179139328,0.0,-86.9962167463817,57644.502054627446,1605.509736765828,2.5810577138982294,14.754180630819278,0.0,5619.4727632754675,,,,,,,,,,,,,,,,,,,
Station_10_h10,10.0,-23.796114656,37.109694094,-9.939761171,-0.492802456,60.90580875,9.446958715000001,264.0990322986939,124.89314968283603,1.3700000002203285,-5.120000000101462,1759.390494735685,57490.62129665759,2932.5148466915443,59250.01179139328,0.0,-86.9962167463817,57644.502054627446,1605.509736765828,2.5810577138982294,14.754180630819278,0.0,5619.4727632754675,,,,,,,,,,,,,,,,,,,
Station_10_h2.5,2.5,-23.796114656,37.109694094,-9.939761171,-0.492802456,60.90580875,9.446958715000001,264.0990322986939,124.89314968283603,1.3700000002203285,-5.120000000101462,1759.390494735685,57490.62129665759,2932.5148466915443,59250.01179139328,0.0,-86.9962167463817,57644.502054627446,1605.509736765828,2.5810577138982294,14.754180630819278,0.0,5619.4727632754675,,,,,,,,,,,,,,,,,,,
