# Metadata
label,sec_014_r0.249
r,0.09898989898989895
r_over_R,0.24873737373737376
B_r,18.801287394474574
Cx,0.009514914751642416
Cy,0.006037399678590179
hs,[40.0]
dxf_path,C:\Users\samea\Desktop\geometry_tools\n_sections\blade\sec_014_r0.249.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
sec_014_r0.249_h40,40.0,-45.34133933299999,-14.027816764,91.790451696,30.618018387,-38.905817943,-17.231192711000002,91.497175616,31.470933755999997,137.131791029,48.702126467,1984.6810915139192,296.82768917938034,10.416984962474324,6.174413854292646,1.915050142075981e+16,1.296983291037287e+17,4.400712620583834e+16,1.488488305244885e+17,11.600724977659452,30.189939776378054,,,-70.73722127977474,1.4507731830417475e+17,3771512220313758.0,1.4384052011738794e+16,110855589930697.75,56126790347450.79,-8.238993540962388,-1.9740440923558542,-5.730363164985242,-1.0998938497160826,-0.8545256856680771,-8.428976835839478,-0.021146031814096293,0.021146031814096293,-0.025796969448526566,0.025796969448526566,,,8660188.54540179,0.09663530416097116,55855618519.6166,28280004574.758736,44.393367498837236,1.7909192122905206,1.3197136017993736,55855618519.6166,28280004574.758736
