# Metadata
label,sec_005_r0.571
r,0.35714285714285704
r_over_R,0.5714285714285714
B_r,5.347840678691046
Cx,0.006390730200279583
Cy,0.0019796880652409197
hs,[40.0]
dxf_path,C:\Users\samea\Desktop\geometry_tools\n_sections\blade\sec_005_r0.571.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
sec_005_r0.571_h40,40.0,-26.248039851,-2.343259616,53.302057272,4.657149834,-12.289958861999999,-5.109560985,12.346437533,8.249976871000001,79.550097123,13.359537856000001,606.832431877927,164.13206621241108,6.396375900133814,1.9803592028932877,487933918851433.9,1.342765303595608e+16,1330267934710008.5,1.3915586954807514e+16,3.3487793664539574,17.567343199236902,,,-84.19066799556427,1.3562995630669658e+16,352591324137854.8,1344737009796379.5,39258338858436.43,16051579594439.662,-4.684726092658104,-0.0016753196981847403,-3.2231756513822862,0.14569636091295773,-0.47251346520847054,-4.660836018905239,-0.004147045048334583,0.004147045048334583,-0.014189919986652385,0.014189919986652385,,,4788686.13528803,0.09663530644906099,64693870657.08743,26451420114.05987,44.39336749980187,1.73240318671079,1.0008459675879693,64693870657.08743,26451420114.05987
