# Metadata
label,Station_4
r,0.3
r_over_R,0.375
B_r,10.8618390488919
Cx,0.00377
Cy,-0.010320000000000001
hs,"[40.0, 10.0, 2.5]"
dxf_path,C:\Users\Sam Hughes\Desktop\geometry_tools\n_sections\blade\Station_4.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,x_min_mm,x_max_mm,y_min_mm,y_max_mm,max_width_mm,max_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,phi_deg,i1_mm4,i2_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,j_mm4,asx_mm2,asy_mm2,scx_mm,scy_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
Station_4_h40,40.0,-42.418333008,69.293532901,-23.624455140000002,0.691735431,111.71186590900001,24.316190571,943.3629499475063,233.29041810538325,3.770000000042916,-10.319999999734229,47855.531380945664,691000.4213283067,133973.84114022183,738855.9527092524,7.122404974331979,27.0644838051171,0.0,0.0,-78.69118169645765,717792.4801092655,21063.472599986788,73489.99393798166,,,,,,,,,,,,,,,,,,,
Station_4_h10,10.0,-42.418333008,69.293532901,-23.624455140000002,0.691735431,111.71186590900001,24.316190571,943.3629499475063,233.29041810538325,3.770000000042916,-10.319999999734229,47855.531380945664,691000.4213283067,133973.84114022183,738855.9527092524,7.122404974331979,27.0644838051171,0.0,0.0,-78.69118169645765,717792.4801092655,21063.472599986788,73489.99393798166,,,,,,,,,,,,,,,,,,,
Station_4_h2.5,2.5,-42.418333008,69.293532901,-23.624455140000002,0.691735431,111.71186590900001,24.316190571,943.3629499475063,233.29041810538325,3.770000000042916,-10.319999999734229,47855.531380945664,691000.4213283067,133973.84114022183,738855.9527092524,7.122404974331979,27.0644838051171,0.0,0.0,-78.69118169645765,717792.4801092655,21063.472599986788,73489.99393798166,,,,,,,,,,,,,,,,,,,
