# Metadata
label,sec_072_r0.761
r,0.509090909090909
r_over_R,0.7613636363636364
B_r,2.5635003273186214
Cx,0.004524644360221064
Cy,0.001310946727813368
hs,[40.0]
dxf_path,C:\Users\samea\Desktop\geometry_tools\n_sections\blade\sec_072_r0.761.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
sec_072_r0.761_h40,40.0,-19.906299034,-0.80548487,40.420123892,1.55919353,-5.179512865,-3.505674397,5.304608463999999,5.884177319999999,60.326422926,9.389851716999999,346.83191820739063,124.08479683331649,4.902715976976058,1.2604929862859218,127196256707233.1,4418517432765460.5,227410683960568.84,4545713689472694.0,2.261611784807677,13.329663303943985,,,-86.97500834702079,4430534989919463.5,115178699553230.22,439276428115361.3,22750387486380.406,9122885327709.893,-3.5375609935178964,0.17077836203372843,-2.428514098003733,0.22838613895422427,-0.3572229432621545,-3.523619559572993,0.002525416111962544,-0.002525416111962544,-0.010694089298559297,0.010694089298559297,,,3620274.574689506,0.0966353048439172,65594849528.17015,26303476839.334026,44.39336749842804,1.721551280990139,0.8645146272991715,65594849528.17015,26303476839.334026
