# Metadata
label,Station_8
r,0.5
r_over_R,0.625
B_r,4.40404609966419
Cx,0.0017900000000000001
Cy,-0.00571
mesh_h,3.0
scale_factors,"[0.6        0.63468646 0.67137816 0.71019105 0.75124773 0.79467794
 0.84061887 0.88921569 0.94062193 0.995     ]"
target_Jt_mm4,8.092526290652849e-05
target_Iz_mm4,0.0005343495315146
dxf_path,\\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\geometry_tools\section_calc_n\blade\Station_8.dxf

# Optimisation Results
run_label,mesh_h,scale_factor,area_mm2,Jt_mm4,Iz_mm4,target_Jt_mm4,target_Iz_mm4,delta_Jt_mm4,delta_Iz_mm4,passed,Jt_ratio,Iz_ratio,Area_reduction_pct,Jt_efficiency,Iz_efficiency,Slack_Jt,Excess_ratio_Jt,Slack_Iz,Excess_ratio_Iz
Station_8_s0.600_s0.600_h3.000,3.0,0.6,324.3378931004223,10441.62949641721,2980.2475243893628,8.092526290652849e-05,0.0005343495315146,10441.629415491947,2980.2469900398314,True,129028057.75839935,5577337.208366082,0.0,32.1936773918188,9.188712104837565,10441.629415491947,129028056.75839935,2980.2469900398314,5577336.208366082
