# Metadata
label,Station_12
r,0.7
r_over_R,0.875
B_r,1.43264229507252
Cx,0.00106
Cy,-0.00452
mesh_h,3.0
scale_factors,"[0.6        0.63468646 0.67137816 0.71019105 0.75124773 0.79467794
 0.84061887 0.88921569 0.94062193 0.995     ]"
target_Jt_mm4,0.0001372562319716
target_Iz_mm4,0.0003308909572244
dxf_path,C:\Users\samea\Desktop\geometry_tools\section_calc_n\blade\Station_12.dxf

# Optimisation Results
run_label,mesh_h,scale_factor,area_mm2,Jt_mm4,Iz_mm4,target_Jt_mm4,target_Iz_mm4,delta_Jt_mm4,delta_Iz_mm4,passed,Jt_ratio,Iz_ratio,Area_reduction_pct,Jt_efficiency,Iz_efficiency,Slack_Jt,Excess_ratio_Jt,Slack_Iz,Excess_ratio_Iz
Station_12_s0.600_s0.600_h3.000,3.0,0.6,163.91095601102478,2656.298275547335,761.0972230845252,0.0001372562319716,0.0003308909572244,2656.298138291103,761.096892193568,True,19352842.762702063,2300145.1277750474,0.0,16.20573962956247,4.643357842616288,2656.298138291103,19352841.762702063,761.096892193568,2300144.1277750474
Station_12_s0.635_s0.635_h3.000,3.0,0.6346864572033302,152.94252171134673,2523.6304143937446,732.5302653367282,0.0001372562319716,0.0003308909572244,2523.6302771375126,732.529934445771,True,18386271.99758707,2213811.6782682245,6.691702962760038,16.500515266491238,4.7895788374619315,2523.6302771375126,18386270.99758707,732.529934445771,2213810.6782682245
