# Metadata
label,Station_14
r,0.8
r_over_R,1.0
B_r,0.315909961538458
Cx,0.000847
Cy,-0.0024300000000000003
mesh_h,3.0
scale_factors,"[0.6        0.63468646 0.67137816 0.71019105 0.75124773 0.79467794
 0.84061887 0.88921569 0.94062193 0.995     ]"
target_Jt_mm4,0.0008497136040892
target_Iz_mm4,0.0021731591358437
dxf_path,C:\Users\samea\Desktop\geometry_tools\section_calc_n\blade\Station_14.dxf

# Optimisation Results
run_label,mesh_h,scale_factor,area_mm2,Jt_mm4,Iz_mm4,target_Jt_mm4,target_Iz_mm4,delta_Jt_mm4,delta_Iz_mm4,passed,Jt_ratio,Iz_ratio,Area_reduction_pct,Jt_efficiency,Iz_efficiency,Slack_Jt,Excess_ratio_Jt,Slack_Iz,Excess_ratio_Iz
Station_14_s0.600_s0.600_h3.000,3.0,0.6,111.64154685177412,1230.5901024658747,350.33447766362013,0.0008497136040892,0.0021731591358437,1230.5892527522706,350.3323045044843,True,1448241.026792707,161209.7668713099,0.0,11.02268946613327,3.138029591517191,1230.5892527522706,1448240.026792707,350.3323045044843,161208.7668713099
