# Metadata
label,sec_048_r0.549
r,0.33939393939393936
r_over_R,0.5492424242424243
B_r,5.789918917786707
Cx,0.006101954908659123
Cy,0.0021469892207629264
hs,[40.0]
dxf_path,C:\Users\samea\Desktop\geometry_tools\n_sections\blade\sec_048_r0.549.dxf
material_name,Al_7075_T6

# Convergence Results
run_label,mesh_h,xmin_touch_x_mm,xmin_touch_y_mm,xmax_touch_x_mm,xmax_touch_y_mm,ymin_touch_x_mm,ymin_touch_y_mm,ymax_touch_x_mm,ymax_touch_y_mm,bbox_width_mm,bbox_height_mm,area_mm2,perimeter_mm,cx_mm,cy_mm,ixx_c_mm4,iyy_c_mm4,ixy_c_mm4,ip_c_mm4,rx_mm,ry_mm,sx_mm3,sy_mm3,phi_deg,i1_mm4,i2_mm4,j_mm4,asx_mm2,asy_mm2,scx_elastic_mm,scy_elastic_mm,scx_trefftz_mm,scy_trefftz_mm,sc1_mm,sc2_mm,beta_x_plus,beta_x_minus,beta_y_plus,beta_y_minus,shape_factor_x,shape_factor_y,polar_r_mm,j_over_ip,asx_over_a,asy_over_a,compactness,shear_offset_ratio_x,shear_offset_ratio_y,vx,vy
sec_048_r0.549_h40,40.0,-27.22921246,-2.642770102,55.295342143,5.261507683,-13.377168742,-5.405670538,13.907431046000001,8.66800684,82.524554603,14.073677378000001,653.9876656659159,170.38989049174307,6.624189035810838,2.107036491809729,591448180466699.1,1.5570848616623368e+16,1660813382001762.5,1.6162296797090068e+16,3.5515177817243755,18.22266052312098,,,-83.74858975643536,1.5752778632499142e+16,409518164590924.25,1561848511711119.5,42190324193686.91,17318754657936.85,-4.863179965437769,-0.03926275183985064,-3.3471317858031147,0.1254298352403511,-0.4905289103261147,-4.838537209534676,-0.005218289554515644,0.005218289554515644,-0.014737209192518133,0.014737209192518133,,,4971263.233454684,0.09663530693189112,64512415766.629265,26481775677.37797,44.39336749910405,1.7341547681002265,1.0186341109859602,64512415766.629265,26481775677.37797
